N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
11	13.04	13.04	26.6200006008148	21.2099999189377	18.8299998641014	sp|Q5VTE0|EF1A3_HUMAN	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1	HUMAN	7					
11	0	13.04	26.6200006008148	21.2099999189377	18.8299998641014	sp|P68104|EF1A1_HUMAN	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	HUMAN	7					
12	12.96	12.96	29.559999704361	15.7499998807907	15.7499998807907	sp|P08238|HS90B_HUMAN	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	HUMAN	7					
13	12.43	12.43	45.9699988365173	37.3699992895126	31.7200005054474	sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	HUMAN	11					
14	11.86	11.86	39.1999989748001	19.5999994874001	15.8099994063377	sp|P31943|HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	HUMAN	6					
15	11.59	11.59	22.7899998426437	13.8099998235703	10.2700002491474	sp|P43243|MATR3_HUMAN	Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2	HUMAN	5					
16	11.5	11.5	12.2400000691414	12.2400000691414	10.5499997735023	sp|P26599|PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	HUMAN	6					
17	10.98	10.98	25.2799987792969	13.8999998569489	13.8999998569489	sp|O43390|HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	HUMAN	8					
18	10.79	10.79	10.7299998402596	3.10100000351667	1.5259999781847	sp|P78527|PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	HUMAN	4					
19	10.13	10.13	26.3200014829636	11.4600002765656	11.4600002765656	sp|P11142|HSP7C_HUMAN	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	HUMAN	5					
20	9.89	9.89	27.6199996471405	17.3899993300438	13.5499998927116	sp|P38159|RBMX_HUMAN	RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3	HUMAN	4					
21	9.85	9.85	21.8999996781349	12.389999628067	12.219999730587	sp|P14866|HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	HUMAN	5					
22	9.32	10.75	31.5400004386902	14.9900004267693	8.91100019216537	sp|P23246|SFPQ_HUMAN	Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	HUMAN	5					
23	8.87	8.87	29.8900008201599	23.5400006175041	19.8400005698204	sp|P51991|ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	HUMAN	4					
24	8.74	8.74	38.9400005340576	22.4199995398521	19.760000705719	sp|P07355|ANXA2_HUMAN	Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2	HUMAN	4					
25	8.53	8.53	38.0299985408783	16.4299994707108	15.9600004553795	sp|P16403|H12_HUMAN	Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	HUMAN	4					
26	8.01	8.01	42.8000003099442	22.5700005888939	17.509999871254	sp|Q86V81|THOC4_HUMAN	THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3	HUMAN	5					
27	8	8	15.0600001215935	10.8400002121925	10.8400002121925	sp|Q99729|ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2	HUMAN	4					
28	8	8	43.0299997329712	32.1200013160706	32.1200013160706	sp|P62937|PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	HUMAN	4					
29	7.7	7.7	34.6399992704391	15.6900003552437	15.6900003552437	sp|P07910|HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	HUMAN	4					
30	7.64	7.64	39.1200006008148	29.9299985170364	22.7899998426437	sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	HUMAN	5					
31	7.26	7.26	22.7200001478195	14.2499998211861	6.23599998652935	sp|Q9BQE3|TBA1C_HUMAN	Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	HUMAN	3					
31	0	7.26	22.6199999451637	14.190000295639	6.20799995958805	sp|Q71U36|TBA1A_HUMAN	Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=1 SV=1	HUMAN	3					
31	0	7.26	22.6199999451637	14.190000295639	6.20799995958805	sp|P68363|TBA1B_HUMAN	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	HUMAN	3					
31	0	6.2	21.5599998831749	10.8900003135204	6.2219999730587	sp|Q13748|TBA3C_HUMAN	Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3	HUMAN	3					
31	0	6.2	21.6499999165535	10.9399996697903	6.25	sp|P68366|TBA4A_HUMAN	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	HUMAN	3					
32	7.04	7.04	21.4800000190735	13.8799995183945	13.8799995183945	sp|P35637|FUS_HUMAN	RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1	HUMAN	4					
33	6.89	6.89	6.46099969744682	2.85599995404482	1.91900003701448	sp|O75643|U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	HUMAN	3					
34	6.55	6.55	20.2000007033348	10.3399999439716	7.55300000309944	sp|P12956|XRCC6_HUMAN	X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2	HUMAN	3					
35	6.53	6.53	17.0699998736382	7.32999965548515	7.32999965548515	sp|Q9Y2W1|TR150_HUMAN	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	HUMAN	4					
36	6.04	7.51	33.6299985647202	15.0399997830391	15.0399997830391	sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3	HUMAN	4					
37	5.94	5.94	26.2199997901917	12.7000004053116	6.02600015699863	sp|P17844|DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	HUMAN	3					
38	5.9	5.9	46.7700004577637	19.3499997258186	8.06500017642975	sp|Q07955|SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2	HUMAN	2					
39	5.69	5.69	10.9300002455711	6.83100000023842	6.55699968338013	sp|P13010|XRCC5_HUMAN	X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3	HUMAN	3					
40	5.29	5.29	39.4199997186661	39.4199997186661	39.4199997186661	sp|P84090|ERH_HUMAN	Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	HUMAN	4					
41	4.95	4.95	25	8.07899981737137	8.07899981737137	sp|Q01844|EWS_HUMAN	RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1	HUMAN	4					
42	4.71	5.47	29.899999499321	10.9700001776218	5.62399998307228	sp|Q92841|DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	HUMAN	3					
43	4.65	4.65	62.389999628067	32.1099996566772	23.8499999046326	sp|P52926|HMGA2_HUMAN	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	HUMAN	4					
44	4.32	4.32	34.1699987649918	29.1500002145767	5.52799999713898	sp|Q06830|PRDX1_HUMAN	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	HUMAN	2					
45	4.24	4.24	8.64199995994568	4.63000014424324	3.0859999358654	sp|Q15029|U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1	HUMAN	2					
46	4.18	4.18	18.41000020504	7.04500004649162	7.04500004649162	sp|Q15084|PDIA6_HUMAN	Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1	HUMAN	2					
47	4.05	4.05	53.329998254776	51.1099994182587	51.1099994182587	sp|P05204|HMGN2_HUMAN	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	HUMAN	2					
48	4	4	35.8599990606308	17.9299995303154	17.9299995303154	sp|P39019|RS19_HUMAN	40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	HUMAN	2					
49	4	4	16.2499994039536	16.2499994039536	16.2499994039536	sp|P46778|RL21_HUMAN	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2	HUMAN	2					
50	3.91	3.91	15.1899993419647	7.59299993515015	3.38799990713596	sp|Q9BUJ2|HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2	HUMAN	2					
51	3.88	3.88	14.0499994158745	4.99100014567375	4.99100014567375	sp|P48643|TCPE_HUMAN	T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	HUMAN	2					
52	3.85	3.85	5.37299998104572	5.37299998104572	5.37299998104572	sp|P04406|G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	HUMAN	2					
53	3.74	3.74	25.2099990844727	25.2099990844727	25.2099990844727	sp|P60866|RS20_HUMAN	40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1	HUMAN	2					
54	3.68	3.68	24.2400005459785	18.7900006771088	18.7900006771088	sp|P30050|RL12_HUMAN	60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1	HUMAN	2					
55	3.66	3.66	19.6299999952316	12.1500000357628	6.07500001788139	sp|Q13838|DX39B_HUMAN	Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1	HUMAN	2					
55	0	3.64	16.8599992990494	9.36800017952919	3.27900014817715	sp|O00148|DX39A_HUMAN	ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2	HUMAN	1					
56	3.53	3.53	15.4100000858307	4.80899997055531	3.49700003862381	sp|Q15424|SAFB1_HUMAN	Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB PE=1 SV=4	HUMAN	2					
57	3.35	3.35	38.8900011777878	34.1300010681152	26.9800007343292	sp|P62318|SMD3_HUMAN	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	HUMAN	4					
58	3.28	3.28	8.96599963307381	3.86100001633167	3.86100001633167	sp|P14625|ENPL_HUMAN	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	HUMAN	2					
59	3.26	3.26	9.324000030756	3.73000018298626	3.73000018298626	sp|P13639|EF2_HUMAN	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	HUMAN	2					
60	3.2	3.2	35.1700007915497	26.2100011110306	16.5500000119209	sp|P61254|RL26_HUMAN	60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1	HUMAN	2					
60	0	1.67	35.1700007915497	17.2399997711182	7.58600011467934	sp|Q9UNX3|RL26L_HUMAN	60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1	HUMAN	1					
61	3.18	3.18	5.85100017488003	2.80600003898144	0.955200009047985	sp|Q00610|CLH1_HUMAN	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	HUMAN	1					
62	3.17	3.18	6.20400011539459	3.83200012147427	3.83200012147427	sp|P50990|TCPQ_HUMAN	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	HUMAN	2					
63	3.05	3.05	30.8400005102158	9.96899977326393	9.96899977326393	sp|P22087|FBRL_HUMAN	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	HUMAN	2					
64	2.99	2.99	34.7799986600876	29.3500006198883	29.3500006198883	sp|P62304|RUXE_HUMAN	Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	HUMAN	2					
65	2.88	3.78	27.9500007629395	10.360000282526	3.13300006091595	sp|P52597|HNRPF_HUMAN	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	HUMAN	1					
66	2.85	2.85	13.2400006055832	13.2400006055832	8.33299979567528	sp|P46782|RS5_HUMAN	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4	HUMAN	1					
67	2.78	2.78	10.869999974966	2.52500008791685	1.20700001716614	sp|O43707|ACTN4_HUMAN	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	HUMAN	1					
68	2.68	2.68	46.8300014734268	15.0800004601479	15.0800004601479	sp|Q93079|H2B1H_HUMAN	Histone H2B type 1-H OS=Homo sapiens GN=HIST1H2BH PE=1 SV=3	HUMAN	2					
68	0	2.68	46.8300014734268	15.0800004601479	15.0800004601479	sp|P62807|H2B1C_HUMAN	Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4	HUMAN	2					
68	0	2.68	49.210000038147	15.0800004601479	15.0800004601479	sp|P58876|H2B1D_HUMAN	Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2	HUMAN	2					
68	0	2.68	46.8300014734268	15.0800004601479	15.0800004601479	sp|P57053|H2BFS_HUMAN	Histone H2B type F-S OS=Homo sapiens GN=H2BFS PE=1 SV=2	HUMAN	2					
68	0	2.68	46.8300014734268	15.0800004601479	15.0800004601479	sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3	HUMAN	2					
68	0	2.68	42.059999704361	15.0800004601479	15.0800004601479	sp|Q99880|H2B1L_HUMAN	Histone H2B type 1-L OS=Homo sapiens GN=HIST1H2BL PE=1 SV=3	HUMAN	2					
68	0	2.68	42.059999704361	15.0800004601479	15.0800004601479	sp|Q99877|H2B1N_HUMAN	Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3	HUMAN	2					
68	0	2.68	38.1000012159348	15.0800004601479	15.0800004601479	sp|Q5QNW6|H2B2F_HUMAN	Histone H2B type 2-F OS=Homo sapiens GN=HIST2H2BF PE=1 SV=3	HUMAN	2					
68	0	2.68	35.7100009918213	15.0800004601479	15.0800004601479	sp|Q99879|H2B1M_HUMAN	Histone H2B type 1-M OS=Homo sapiens GN=HIST1H2BM PE=1 SV=3	HUMAN	2					
69	2.6	2.6	19.7699993848801	7.98500031232834	3.80199998617172	sp|Q8TD47|RS4Y2_HUMAN	40S ribosomal protein S4, Y isoform 2 OS=Homo sapiens GN=RPS4Y2 PE=2 SV=3	HUMAN	1					
69	0	2.6	19.7699993848801	7.98500031232834	3.80199998617172	sp|P22090|RS4Y1_HUMAN	40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens GN=RPS4Y1 PE=1 SV=2	HUMAN	1					
69	0	2.6	13.3100003004074	7.98500031232834	3.80199998617172	sp|P62701|RS4X_HUMAN	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2	HUMAN	1					
70	2.51	2.51	7.17900022864342	4.35900017619133	4.35900017619133	sp|Q12905|ILF2_HUMAN	Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2	HUMAN	2					
71	2.47	2.47	23.029999434948	16.2900000810623	16.2900000810623	sp|P62913|RL11_HUMAN	60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2	HUMAN	2					
72	2.44	2.44	24.7899994254112	10.9200000762939	7.14299976825714	sp|Q16629|SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1	HUMAN	1					
73	2.38	2.38	29.5100003480911	18.0299997329712	12.1299996972084	sp|Q13151|ROA0_HUMAN	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1	HUMAN	2					
74	2.26	2.37	17.4300000071526	4.43399995565414	1.83499995619059	sp|P11021|GRP78_HUMAN	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	HUMAN	1					
75	2.23	2.23	12.0700001716614	6.15000016987324	6.15000016987324	sp|P17980|PRS6A_HUMAN	26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	HUMAN	2					
76	2.22	2.22	7.95300006866455	1.65400002151728	1.65400002151728	sp|Q08211|DHX9_HUMAN	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	HUMAN	1					
77	2.19	2.19	5.89700005948544	3.07700000703335	2.82099992036819	sp|Q6NZI2|PTRF_HUMAN	Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1	HUMAN	1					
78	2.19	2.19	17.0399993658066	13.4499996900558	8.96899998188019	cont|000143	pdb|1FNI_A| A Chain A, Crystal Structure Of Porcine Beta Trypsin With 0.01% Polydocanol [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
78	0	2.19	46.340000629425	36.5900009870529	24.3900001049042	cont|000142	pdb|1EPT_B| B Chain B, Porcine E-Trypsin (E.C.3.4.21.4) [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
78	0	2.19	16.4499998092651	12.9899993538857	8.65800008177757	cont|000141	spt|P00761| Trypsin precursor (EC 3.4.21.4) [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
78	0	2.19	17.0399993658066	13.4499996900558	8.96899998188019	cont|000040	gi|2914482|pdb|1TFX|A Chain A, Complex Of The Second Kunitz Domain Of Tissue Factor Pathway Inhibitor With Porcine Trypsin [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
78	0	2.19	30.3999990224838	23.9999994635582	15.9999996423721	cont|000032	gi|1942351|pdb|1AKS|A Chain A, Crystal Structure Of The First Active Autolysate Form Of The Porcine Alpha Trypsin [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
78	0	2.19	17.0399993658066	13.4499996900558	8.96899998188019	cont|000023	gi|494360|pdb|1MCT|A Chain A, Trypsin (E.C.3.4.21.4) Complexed With Inhibitor From Bitter Gourd [Sus scrofa (Contaminant)]	Sus scrofa (Contaminant)	2					
78	0	2	12.559999525547	8.96899998188019	8.96899998188019	cont|000144	pdb|1AN1_E| E Chain E, Leech-Derived Tryptase InhibitorTRYPSIN COMPLEX [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
79	2.14	2.14	3.76899987459183	1.32799996063113	0.685200002044439	sp|Q6P2Q9|PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	HUMAN	1					
80	2.13	13.34	36.6299986839294	24.940000474453	13.9300003647804	sp|P68371|TBB4B_HUMAN	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	HUMAN	6					
80	0	7.76	36.710000038147	14.4099995493889	7.65800029039383	sp|P04350|TBB4A_HUMAN	Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	HUMAN	4					
81	2.12	2.12	16.6299998760223	2.80799996107817	2.80799996107817	sp|Q9Y230|RUVB2_HUMAN	RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	HUMAN	1					
82	2.08	2.08	7.69200026988983	1.08500001952052	1.08500001952052	sp|P09874|PARP1_HUMAN	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	HUMAN	1					
83	2.05	2.05	26.6400009393692	6.32100030779839	2.25699990987778	sp|Q07666|KHDR1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1	HUMAN	1					
83	0	1.33	9.74199995398521	4.87099997699261	2.86500006914139	sp|Q5VWX1|KHDR2_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 2 OS=Homo sapiens GN=KHDRBS2 PE=1 SV=1	HUMAN	1					
84	2.05	2.05	21.6399997472763	3.56200002133846	3.56200002133846	sp|P16189|1A31_HUMAN	HLA class I histocompatibility antigen, A-31 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2	HUMAN	1					
84	0	2.05	22.1900001168251	3.56200002133846	3.56200002133846	sp|P30456|1A43_HUMAN	HLA class I histocompatibility antigen, A-43 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	HUMAN	1					
84	0	2.05	22.1900001168251	3.56200002133846	3.56200002133846	sp|P30450|1A26_HUMAN	HLA class I histocompatibility antigen, A-26 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P30512|1A29_HUMAN	HLA class I histocompatibility antigen, A-29 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P30459|1A74_HUMAN	HLA class I histocompatibility antigen, A-74 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P30457|1A66_HUMAN	HLA class I histocompatibility antigen, A-66 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P30453|1A34_HUMAN	HLA class I histocompatibility antigen, A-34 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P18462|1A25_HUMAN	HLA class I histocompatibility antigen, A-25 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P16190|1A33_HUMAN	HLA class I histocompatibility antigen, A-33 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=3	HUMAN	1					
84	0	2.05	18.359999358654	3.56200002133846	3.56200002133846	sp|P10314|1A32_HUMAN	HLA class I histocompatibility antigen, A-32 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2	HUMAN	1					
85	2.02	2.02	26.3300001621246	4.62599992752075	4.62599992752075	sp|P29692|EF1D_HUMAN	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5	HUMAN	1					
86	2	21.36	42.1299993991852	30.6699991226196	30.6699991226196	sp|P60709|ACTB_HUMAN	Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1	HUMAN	11					
87	2	4	15.090000629425	4.5099999755621	4.5099999755621	sp|P17066|HSP76_HUMAN	Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	HUMAN	2					
87	0	4	17.4700006842613	4.52399998903275	4.52399998903275	sp|P0DMV9|HS71B_HUMAN	Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1	HUMAN	2					
87	0	4	17.4700006842613	4.52399998903275	4.52399998903275	sp|P0DMV8|HS71A_HUMAN	Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1	HUMAN	2					
88	2	2	16.3499996066093	1.42599996179342	1.42599996179342	sp|Q09666|AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	HUMAN	1					
89	2	2	8.27300027012825	1.94600000977516	1.94600000977516	sp|Q14683|SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	HUMAN	1					
90	2	2	6.4910002052784	1.23300002887845	1.23300002887845	sp|Q9UQE7|SMC3_HUMAN	Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2	HUMAN	1					
91	2	2	11.1599996685982	2.71799992769957	2.71799992769957	sp|Q14978|NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2	HUMAN	1					
92	2	2	10.9399996697903	3.03000006824732	3.03000006824732	sp|O00567|NOP56_HUMAN	Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4	HUMAN	1					
93	2	2	40.7999992370605	11.2000003457069	11.2000003457069	sp|Q9Y3B4|SF3B6_HUMAN	Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	HUMAN	1					
